,Text,label
375,আপনাদের দলের সবার অভিনয় এতটাই মুগ্ধকর ছিলো যে সম্পূর্ন সময় মনেহয়েছে আমি ঐ নৌকায়ই ছিলাম। আর আপনার চরিত্রের মুখে গালি শুনে আমি হলের ভেতরে হাসতে হাসতে শেষ। যাইহোক আপনাদের সবার অভিনয় খুবই বাস্তবিক এবং অসাধারণ ছিলো।,0
376,হালকার উপরে ঝাপসা প্রেত আত্মা,1
377,কি বাঁশ টাইনা দিলো টিকটক সেলিব্রিটিদের।,1
378,বাইদানির মতো লাগছে,1
379,আফারে আজ কালা লাগিচ্ছে,1
380,সালি পেঁচামুখী পেত্নী,1
381,"কুইন,",0
382,তোমাকে মেকআপ এ রানু মন্ডলের মত মনে হয়😡😡,1
383,ভূতের মতো লাগতাছে,1
384,তুরে কালা লাগছে,1
385,ভাইয়া আমি আপনার সব ভিডিও দেখি আমার মেয়ে কে কিছু শিখাবো বলে।,0
386,"বাঙালদেশ বলতে বাংলাদেশ/ কোনো দেশ কে বুঝায়নি, বুঝিয়েছে বাঙালি জাতি কে, কথাগুলো কে একটু ঠিক ঠাক ভাবে বুঝার দরকার আফা",1
387,পরম সুন্দরী...,0
388,ডায়নির মতো লাগো লো তরে,1
389,"ও সুন্দরী তোমার মনটা দিয়ে যাও,, আমার মনটা নিয়ে যাও",0
390, শীতকাল আছে  শুধু তুমি আসছ না আমার কাছে,0
391,মানুষটাই তো সুন্দর,0
392,নিউ ইয়র্কে চলে গেলা আবার,0
393,রোদে পুড়ে কালো হয়ে গেছে ছেলেটা একদম।,1
394,নাটক বা সিনেমার মধ্যে বয়ফ্রেন্ড বা হাসবেন্ড থাকা সত্বেও  অন্যজন খেয়ে দেই কেন! অনলি সেম ক্যারেক্টার,0
395,না সুন্দর না,0
396,২০২৪ সালে ইউনিভার্সিটিতে পড়াশোনা করা। ইনশাআল্লাহ,0
397,পুরাই আগুন,0
398,আবাইত্তানী,1
399,ফালতু মহিলা শরীর বের করে ট্যাটু করে সালাম দেয় এই সালামের কি মূল্য আছে?,1
400,চার আঙুলের মেয়ে শুধু খায় আর খায়।।,1
401,"আফা আমি খুব কালা,ফর্সা হতে চাই কিন্তু টাকা নাই আফা",1
402,"তুষি,চঞ্চলকে নেওনাই ক্যান??",0
403,বাঙালির আসলে সমস্যা আছে কোন কিছু দেখলে একটা বাজে কমেন্ট না করলে হয়না,1
404,আমার স্বপ্ন  ২০৩০ সালের মধ্যে একজন পুলিশ অফিসার হওয়া...,0
405,"মিশরের মমির মত লাগতেছে,,, মানুষ মইরা গেলে যেমনে মুখটা সাদা হইয়া যায়,তেমন",1
406,প্রিয়,0
407,কালো তরমুজ,0
408,খুব ইচ্ছে ছিলো পেত্নী দেখার আজ সেই ইচ্ছে পূরণ হলো,1
409,খালাম্মা তুমি রুপ নগরের রাজকন্যা,0
410,ঢেংগী বেটির লজ্জাশরম বোলতে কিছু নাই,1
411,দয়া করে ওনাকে সবাই আনফলো করে দেন।এইসব নাস্তিকের থেকে আল্লাহ আমাদের দূরে রাখো।,1
412,আহহহ,0
413,আফা মেকআপ এক্কেরে চমল্লোক্ক লাগছে,1
414,চিক চিক করে বালি কোথা নেই কাঁদা। হাত পা কালো তোমার মুখ কেনো সাদা,1
